high-security-red-in-bond-seal-charge,en,High Security Red In-bond Seal Charge
heavy-lift,en,Heavy Lift
heavy-duty-flat-car-charge,en,Heavy Duty Flat Car Charge
heater-or-refrigeration,en,Heater or Refrigeration
heat-treat-charge,en,Heat Treat Charge
heat-in-transit-charges,en,Heat in Transit Charges
hazardous-storage,en,Hazardous Storage
hazardous-materials-surcharge-charge,en,Hazardous Materials Surcharge Charge
hazardous-materials-handling-fee-international,en,Hazardous Materials Handling Fee - International
hazardous-materials-handling-fee-domestic,en,Hazardous Materials Handling Fee - Domestic
hazardous-cargo-on-deck,en,Hazardous Cargo on Deck
hazardous-cargo-charge,en,Hazardous Cargo Charge
hauling-and-hoisting-to-be-direct-billed,en,Hauling and Hoisting to be Direct Billed
harbor-dues,en,Harbor Dues
handling-freight-at-positions-not-immediately-adjacent-to-vehicle-charge,en,Handling Freight At Positions Not Immediately Adjacent To Vehicle Charge
handling-charges-on-distribution-freight-forwarded-beyond,en,Handling Charges on Distribution Freight Forwarded Beyond
handling-charge-tax,en,Handling Charge Tax
handling,en,Handling
gulf-port-delivery-charge,en,Gulf Port Delivery Charge
groupage-discount,en,Groupage Discount
gross-receipts-surcharge,en,Gross Receipts Surcharge
greater-security-service,en,Greater Security Service
grain-flow-charge,en,Grain Flow Charge
grain-doors,en,Grain Doors
governmental-tax,en,Governmental Tax
government-warehouse-fee-origin,en,Government Warehouse Fee - Origin
government-warehouse-fee-destination,en,Government Warehouse Fee - Destination
government-owned-containers,en,Government-owned Containers
government-guard-car-charge,en,Government Guard Car Charge
government-caboose-charge,en,Government Caboose Charge
goods-and-services-tax-charge,en,Goods and Services Tax Charge
gold-factor,en,Gold Factor
glaze-allowance,en,Glaze Allowance
glass-kit,en,Glass Kit
gate-inspection-charge-intermodal,en,Gate Inspection Charge (Intermodal)
gasket,en,Gasket
garment-surcharge,en,Garment Surcharge
garment-district,en,Garment District
furnishing-chassis,en,Furnishing Chassis
fumigation,en,Fumigation
fuel-surcharge,en,Fuel Surcharge
fuel-filters-furnished-by-shipper-charge,en,Fuel Filters Furnished by Shipper Charge
fuel-filters-furnished-by-carrier-charge,en,Fuel Filters Furnished by Carrier Charge
fuel-charge,en,Fuel Charge
freshness-leaker-allowance,en,Freshness/Leaker Allowance
freight-surcharge,en,Freight Surcharge
freight-passthrough,en,Freight Passthrough
freight-equalization,en,Freight Equalization
freight-charges-to-destination,en,Freight Charges to Destination
freight-charges-to-border,en,Freight Charges to Border
freight-charges-inbound-and-outbound,en,Freight Charges Inbound and Outbound
freight-based-on-dollar-minimum,en,"Freight,en, Based on Dollar Minimum"
freight,en,Freight
free-domicile-shipment-processing,en,Free Domicile Shipment Processing
franchise-fee,en,Franchise fee
forwarding-charge,en,Forwarding Charge
forwarding-agent-commission,en,Forwarding Agent Commission
foreign-military-sales-fms-special-charge,en,Foreign Military Sales (FMS) Special Charge
foreign-military-sales-fms-rental,en,Foreign Military Sales (FMS) Rental
food-and-lodging,en,Food and Lodging
flatrack-surcharge,en,Flatrack Surcharge
flat-rate,en,Flat Rate
first-flight-out,en,First Flight Out
first-article-charge,en,First Article Charge
fire-report,en,Fire Report
financial-document-surcharge,en,Financial Document Surcharge
finance-charge,en,Finance Charge
filtration-service-charge,en,Filtration Service Charge
ferry-service,en,Ferry Service
fee-for-collecting-cod-charge,en,Fee for Collecting COD Charge
federal-transfer-surcharge,en,Federal Transfer Surcharge
failed-lamp-panel-charge,en,Failed Lamp Panel Charge
facsimile-charges-additional-pages,en,Facsimile Charges - Additional Pages
facsimile-charges,en,Facsimile Charges
fabrication-charge,en,Fabrication Charge
f-e-t-tires,en,F.E.T. Tires
f-e-t-percent,en,F.E.T. (Percent)
f-e-t-federal-excise-tax,en,F.E.T. Federal Excise Tax
f-e-t-dollar-value,en,F.E.T. (Dollar Value)
extra-service-counter-to-counter,en,Extra Service - Counter-to-Counter
extra-lights,en,Extra Lights
extra-length,en,Extra Length
extra-labor-helper-service,en,Extra Labor (Helper Service)
extra-driver,en,Extra Driver
extra-copies-and-mailings,en,Extra Copies and Mailings
extra-axles,en,Extra Axles
external-service-expense,en,External Service Expense
export-shipping-charge,en,Export Shipping Charge
export-license-application,en,Export License Application
export-import-charge,en,Export/Import Charge
export-declarations-u-s-shippers,en,Export Declarations - U.S. Shippers
export-declarations-automated,en,Export Declarations - Automated
export-customs-clearance,en,Export Customs Clearance
expediting-premium,en,Expediting Premium
expediting-fee,en,Expediting Fee
expedited-shipments,en,Expedited Shipments
expedited-service-charge,en,Expedited Service Charge
expedited-one-day-consular-service,en,Expedited One Day Consular Service
expando-remove-and-install,en,Expando Remove and Install
exhibition-pickup-charge,en,Exhibition Pickup Charge
exhibition-delivery-charge,en,Exhibition Delivery Charge
exclusive-use-charge,en,Exclusive Use Charge
excise-tax-origin,en,Excise Tax - Origin
excise-tax-destination,en,Excise Tax - Destination
exchange-access-credit,en,Exchange Access Credit
excessive-value-charge,en,Excessive Value Charge
excess-weight,en,Excess Weight
excess-periods,en,Excess Periods
excess-mileage-for-stop-off-delivery-of-personal-vehicles-charge,en,Excess Mileage for Stop Off Delivery of Personal Vehicles Charge
excess-mileage-charge,en,Excess Mileage Charge
european-port-charges,en,European Port Charges
eur1-presentation-fee,en,Eur1 Presentation Fee
estimated-customs-duty-dutypaid-charge,en,Estimated Customs Duty (Dutypaid - Charge)
escort-service-with-overnight-subsistence,en,Escort Service with Overnight Subsistence
escort-service-telephone,en,Escort Service (Telephone)
escort-service,en,Escort Service
escort-courier-service-charge,en,Escort/Courier Service Charge
escalation,en,Escalation
equipment-hose-at-origin-charge,en,Equipment Hose at Origin Charge
equipment-hose-at-destination-charge,en,Equipment Hose at Destination Charge
environmental-protection-service,en,Environmental Protection Service
engineering-charge,en,Engineering Charge
energy-surcharge-fuel-adjustment-factor,en,Energy Surcharge (Fuel Adjustment Factor)
energy-charge,en,Energy charge
endorsement-fee,en,Endorsement Fee
empty-weighing-charge,en,Empty Weighing Charge
empty-trailer-returned-charge,en,Empty Trailer Returned Charge
empty-return,en,Empty Return
empty-railcar-ordered-but-not-used-charge,en,Empty Railcar Ordered But Not Used Charge
empty-movement,en,Empty Movement
emergency-surcharge,en,Emergency Surcharge
emergency-service,en,Emergency Service
emergency-response-service,en,Emergency Response Service
emergency-port-charge,en,Emergency Port Charge
early-ship-allowance,en,Early Ship Allowance
early-payment-allowance,en,Early Payment Allowance
early-buy-allowance,en,Early Buy Allowance
duty-charge,en,Duty Charge
dunnage-allowance,en,Dunnage Allowance
dual-driver-with-national-agency-check,en,Dual Driver with National Agency Check
dual-driver-protectice-service,en,Dual Driver Protectice Service
dryer-charge,en,Dryer Charge
dry-ice,en,Dry Ice
drum-up-charge,en,Drum Up Charge
drum-deposit,en,Drum Deposit
drum-cost,en,Drum Cost
dromedary-with-mechanical-restraining-devices-charge,en,Dromedary with Mechanical Restraining Devices Charge
dromedary-service-charge,en,Dromedary Service Charge
drivers-wages,en,Driver's Wages
driver-license-record-report-charge,en,Driver License Record Report Charge
drayage-line-haul,en,Drayage/Line Haul
drayage-at-port-of-embarkation-zone-rate,en,Drayage at Port of Embarkation (Zone Rate)
drayage-at-port-of-embarkation,en,Drayage at Port of Embarkation
drayage-at-port-of-debarkation-zone-rate,en,Drayage at Port of Debarkation (Zone Rate)
drayage-at-port-of-debarkation,en,Drayage at Port of Debarkation
drayage,en,Drayage
dowel-pin-charge,en,Dowel Pin Charge
double-wide-separate-and-reassemble,en,Double Wide Separate and Reassemble
documentation-charge,en,Documentation Charge
dockage-boat-detention,en,Dockage - Boat Detention
dividend-interest,en,Dividend Interest
dividend-adjustment,en,Dividend Adjustment
dividend,en,Dividend
diversion-to-air-charge,en,Diversion to Air Charge
diversion-charge,en,Diversion Charge
diversion-and-reconsignment,en,Diversion and Reconsignment
distributor-discount-allowance,en,Distributor Discount/Allowance
distribution-service,en,Distribution Service
distribution-fee,en,Distribution Fee
discount-special,en,Discount - Special
discount-service-option-pickup,en,Discount - Service Option (Pickup)
discount-service-option-delivery,en,Discount - Service Option (Delivery)
discount-multiple-shipment,en,Discount - Multiple Shipment
discount-incentive,en,Discount - Incentive
discount-drop-box-convenience-ctr,en,Discount - Drop Box/Convenience Ctr.
discount,en,Discount
disconnect-charge,en,Disconnect charge
direct-repair,en,Direct Repair
development-charge,en,Development Charge
detention-without-power-unit,en,Detention Without Power Unit
detention-with-power-units-60-minute-periods-charge,en,Detention with Power Units (60 minute periods) Charge
detention-with-power-units-30-minute-periods-charge,en,Detention with Power Units (30 minute periods) Charge
detention-vehicle,en,Detention (Vehicle)
detention-unloading,en,Detention Unloading
detention-special-type-flat-car,en,Detention - Special Type Flat Car
detention-of-trailers,en,Detention of Trailers
detention-of-privately-owned-vehicle-charge,en,Detention of Privately Owned Vehicle Charge
detention-of-power-units,en,Detention of Power Units
detention-loading,en,Detention Loading
detention-labor,en,Detention (Labor)
destination-inland-freight,en,Destination Inland Freight
destination-duty,en,Destination Duty
destination-charge,en,Destination Charge
derrick-charge,en,Derrick Charge
deramping,en,Deramping
depreciation,en,Depreciation
deposit-in-lieu-of-order,en,Deposit in Lieu of Order
deposit,en,Deposit
demurrage-special,en,Demurrage - Special
demurrage-average-agreement,en,Demurrage - Average Agreement
demurrage,en,Demurrage
demand-charge,en,Demand charge
delivery-surcharge,en,Delivery Surcharge
delivery-of-fuel-from-tank-truck-or-trailer-to-pipeline-charge,en,Delivery of Fuel from Tank Truck or Trailer to Pipeline Charge
delivery-of-fuel-from-rail-tank-car-to-pipeline-charge,en,Delivery of Fuel from Rail Tank Car to Pipeline Charge
delivery-of-fuel-from-pipeline-to-tank-truck-or-trailer-charge,en,Delivery of Fuel from Pipeline to Tank Truck or Trailer Charge
delivery-of-fuel-from-pipeline-to-rail-tank-car-charge,en,Delivery of Fuel from Pipeline to Rail Tank Car Charge
delivery-of-fuel-from-pipeline-to-barge-charge,en,Delivery of Fuel from Pipeline to Barge Charge
delivery-of-fuel-from-barge-to-pipeline-charge,en,Delivery of Fuel from Barge to Pipeline Charge
delivery-charge,en,Delivery Charge
delay-furnishing-destination-weights,en,Delay Furnishing Destination Weights
deficit-freight,en,Deficit Freight
defective-allowance,en,Defective Allowance
deductible,en,Deductible
deaf-and-disabled-surcharge,en,Deaf and Disabled Surcharge
deadhead-mileage-charge,en,Deadhead Mileage Charge
data-drawing-charge,en,Data/Drawing Charge
dangerous-goods-surcharge,en,Dangerous Goods Surcharge
damaged-merchandise,en,Damaged Merchandise
damage-to-government-equipment,en,Damage to Government Equipment
damage-to-carrier-vessel,en,Damage to Carrier Vessel
damage-to-carrier-equipment,en,Damage to Carrier Equipment
cutting-charge,en,Cutting Charge
customs-invoice-additional-page,en,Customs Invoice - Additional Page
customs-invoice,en,Customs Invoice
customs-formalities,en,Customs Formalities
customs-fees-lift-level,en,Customs Fees - Lift Level
customs-fees-container-level,en,Customs Fees - Container Level
customs-exams-intensive-tailgate,en,"Customs Exams (Intensive,en, Tailgate)"
customs-entry,en,Customs Entry
customs-charge,en,Customs Charge
customs-broker-fee,en,Customs Broker Fee
customer-required-special-truck-at-origin,en,Customer Required Special Truck at Origin
customer-required-special-truck-at-destination,en,Customer Required Special Truck at Destination
customer-paid-deductible,en,Customer Paid Deductible
customer-equipment-allowance,en,Customer Equipment Allowance
customer-account-identification,en,Customer Account Identification
currency-discount,en,Currency Discount
currency-adjustment-factor,en,Currency Adjustment Factor
currency-adjustment-break-bulk,en,Currency Adjustment - Break Bulk
currency-adjustment-40-foot-container,en,Currency Adjustment - 40 Foot Container
currency-adjustment-20-foot-container,en,Currency Adjustment - 20 Foot Container
currency-adjustment,en,Currency Adjustment
credit-report-charge,en,Credit Report Charge
credit,en,Credit
crafting,en,Crafting
court-reporter-charge,en,Court Reporter Charge
court-or-trial-expense,en,Court or Trial Expense
courier-services,en,Courier Services
cost-recovery-factor,en,Cost Recovery Factor
cost-recovery-adjustment,en,Cost recovery/adjustment
corrosion-additive-service-charge,en,Corrosion Additive Service Charge
core-charge,en,Core Charge
copy-of-delivery-receipt-charge,en,Copy of Delivery Receipt Charge
copy-of-bill-of-lading-charge,en,Copy of Bill of Lading Charge
copilot-service-charge,en,Copilot Service Charge
cooperative-advertising-merchandising-allowance-performance,en,Cooperative Advertising/Merchandising Allowance (Performance)
cooling-service,en,Cooling Service
converting,en,Converting
controlled-atmosphere,en,Controlled Atmosphere
contract-service-charge,en,Contract Service Charge
contract-escalation,en,Contract Escalation
contract-allowance,en,Contract Allowance
continuous-mileage,en,Continuous Mileage
contingency-credit-charge,en,Contingency Credit Charge
container-trailer-allowance,en,Container/Trailer Allowance
container-stuffing,en,Container Stuffing
container-service-charge-usa-canada,en,Container Service Charge USA/Canada
container-service-charge-uk-eur,en,Container Service Charge UK/EUR
container-loss-damage,en,Container Loss/Damage
container-leasing,en,Container Leasing
container-diversion,en,Container Diversion
container-destuffing,en,Container Destuffing
container-deposits,en,Container Deposits
container-allowance,en,Container Allowance
consularization-fee,en,Consularization Fee
consular-legalization-service,en,Consular Legalization Service
constant-surveillance-service-armed,en,Constant Surveillance Service - Armed
constant-surveillance-service,en,Constant Surveillance Service
constant-surveillance,en,Constant Surveillance
consolidation,en,Consolidation
consignee-unload,en,Consignee Unload
conservation-research-fee,en,Conservation research fee
connect-charge,en,Connect Charge
congestion-surcharge,en,Congestion Surcharge
conductivity-anti-static-additive,en,Conductivity/Anti-static Additive
concession-money,en,Concession Money
concession-credit,en,Concession Credit
computer-processing-expense,en,Computer Processing Expense
compressor-charge,en,Compressor Charge
competitive-price,en,Competitive Price
competitive-car-allowance,en,Competitive Car Allowance
competitive-allowance,en,Competitive Allowance
commission-amount,en,Commission Amount
combination,en,Combination
collect-surcharge,en,Collect Surcharge
collect-on-delivery-deletion-charge,en,Collect on Delivery Deletion Charge
collect-on-delivery-alteration-charge,en,Collect on Delivery Alteration Charge
cod-amount,en,COD Amount
co-op-credit,en,Co-op Credit
co-manufacturing-discount,en,Co-manufacturing Discount
closing-and-sealing,en,Closing & Sealing
cleaning-charge,en,Cleaning Charge
claims-personal-property-report-charge,en,Claims Personal Property Report Charge
claims-personal-auto-report-charge,en,Claims Personal Auto Report Charge
claims-commercial-property-report-charge,en,Claims Commercial Property Report Charge
claims-commercial-auto-report-charge,en,Claims Commercial Auto Report Charge
city-terminal-charge,en,City Terminal Charge
city-sales-tax-only,en,City Sales Tax (Only)
city-pick-up,en,City Pick-up
city-maintenance-fee,en,City maintenance fee
city-delivery,en,City Delivery
circuitous-routing-charge,en,Circuitous Routing Charge
chicago-loop-charge,en,Chicago Loop Charge
chemical-milling-charge,en,Chemical Milling Charge
chassis-transfer,en,Chassis Transfer
chassis-equipment-lease-charge,en,Chassis Equipment Lease Charge
charges-forward-advance-charge,en,Charges Forward/Advance Charge
change-of-airbill-service-fee,en,Change of Airbill - Service Fee
chamber-of-commerce-service-charge,en,Chamber of Commerce Service Charge
chain-and-binders,en,Chain and Binders
certification-fee,en,Certification Fee
certification-charge,en,Certification Charge
certificate-of-registration,en,Certificate of Registration
certificate-of-origin,en,Certificate of Origin
cents-off,en,Cents Off
cassette,en,Cassette
cash-discount,en,Cash Discount
cartage-charge,en,Cartage Charge
carrier-notification-charge,en,Carrier Notification Charge
carrier-guard-car-charge,en,Carrier Guard Car Charge
carrier-equipment-pool-charge,en,Carrier Equipment Pool Charge
carrier-debit-allowance,en,Carrier Debit Allowance
carrier-credit-allowance,en,Carrier Credit Allowance
carrier-caboose-charge,en,Carrier Caboose Charge
carrier,en,Carrier
cargo-taxes,en,Cargo Taxes
car-rental,en,Car Rental
car-loading,en,Car Loading
cancelled-order-heavy-duty-flatcar,en,"Cancelled Order,en, Heavy Duty Flatcar"
cancellation-charge,en,Cancellation Charge
canadian-remanifest-fee,en,Canadian Remanifest Fee
canadian-reconsignment-fee,en,Canadian Reconsignment Fee
canadian-import-termination-fee,en,Canadian Import Termination Fee
canadian-currency-exchange,en,Canadian Currency Exchange
canadian-c-q-customs-clearance,en,Canadian C.Q.Customs Clearance
canada-great-lakes-additionals,en,Canada Great Lakes Additionals
camp-arbitrary,en,Camp Arbitrary
call-tag,en,Call Tag
cables-sending-of,en,Cables (sending of)
buyers-car-allowance,en,Buyers Car Allowance
bureau-report-charge,en,Bureau Report Charge
bunker-surcharge,en,Bunker Surcharge
bunker-adjustment-40-foot-container,en,Bunker Adjustment - 40 Foot Container
bunker-adjustment-20-foot-container,en,Bunker Adjustment - 20 Foot Container
bunker-adjustment,en,Bunker Adjustment
bulky-article,en,Bulky Article
brokerage-or-duty,en,Brokerage or Duty
broker-selection-surcharge,en,Broker Selection Surcharge
broken-package-charge,en,Broken Package Charge
bridge-toll,en,Bridge Toll
break-bulk-surface-charge,en,Break Bulk Surface Charge
box-liners,en,Box Liners
both-flat,en,Both-Flat
bordeaux-arbitraries,en,Bordeaux Arbitraries
bop-sheet-charge,en,Bop Sheet Charge
bonded-privately-owned-vehicle-charge,en,Bonded Privately Owned Vehicle Charge
bond-charges,en,Bond Charges
bobtail-charges,en,Bobtail Charges
blower-charge,en,Blower Charge
blocking-and-bracing-charge,en,Blocking and Bracing Charge
billed-demand,en,Billed Demand
bill-of-lading-charge,en,Bill of Lading Charge
bill-of-lading-attendancy,en,Bill of Lading Attendancy
bi-level-tri-level-charges,en,"Bi-level,en, Tri-level Charges"
beyond-freight-charges,en,Beyond Freight Charges
beyond-charge,en,Beyond Charge
bedding-feeding-disinfecting,en,Bedding/Feeding/Disinfecting
beaming-charge,en,Beaming Charge
basic-reorder-allowance,en,Basic Reorder Allowance
base-charge,en,Base Charge
barge-freight-all-kinds-service,en,Barge Freight All Kinds Service
banking-drafts,en,Banking Drafts
balance-forward,en,Balance Forward
bad-debt,en,Bad Debt
auxiliary-service,en,Auxiliary Service
attendants-accompanying,en,Attendants Accompanying
attachments-to-bill-of-lading-charge,en,Attachments to Bill of Lading Charge
assembly-fee,en,Assembly Fee
assembly-charge,en,Assembly Charge
armed-guard-service,en,Armed Guard Service
arbitrary-in-addition-to-through-rates-and-charges,en,Arbitrary (In Addition to Through Rates and Charges)
aqua-train,en,Aqua Train
appointment-notification,en,Appointment (Notification)
appliance-servicing,en,Appliance Servicing
anodizing-charge,en,Anodizing Charge
anchoring-and-unanchoring,en,Anchoring and Unanchoring
amending-export-documentation,en,Amending Export Documentation
allowance-non-performance,en,Allowance Non-performance
allowance-advance,en,Allowance Advance
allegheny-county-pa-delivery-charge,en,"Allegheny County,en, PA Delivery Charge"
alcoholic-beverage-report-charge,en,Alcoholic Beverage Report Charge
airport-terminal-handling-charge,en,Airport Terminal Handling Charge
airport-tax-origin,en,Airport Tax - Origin
airport-tax-destination,en,Airport Tax - Destination
airline-opening-fee,en,Airline Opening Fee
air-transportation-charge,en,Air Transportation Charge
air-ride-tractor-service-charge,en,Air Ride Tractor Service Charge
air-freight-consolidation,en,Air Freight - Consolidation
air-freight,en,Air Freight
air-express-charge,en,Air Express Charge
air-export-certificate,en,Air Export Certificate
air-conditioning-disconnect-and-connect,en,Air Conditioning Disconnect and Connect
agent-disbursement-origin,en,Agent Disbursement - Origin
agent-disbursement-fee-origin,en,Agent Disbursement Fee - Origin
agent-disbursement-fee-destination,en,Agent Disbursement Fee - Destination
agent-disbursement-destination,en,Agent Disbursement - Destination
advertising-allowance,en,Advertising Allowance
advances,en,Advances
advance-origin-fee,en,Advance Origin Fee
advance-origin-amount,en,Advance Origin Amount
advance-loading-charge,en,Advance Loading Charge
advance-lading-charge,en,Advance Lading Charge
advance-fee,en,Advance Fee
advance-destination-fee,en,Advance Destination Fee
advance-destination-amount,en,Advance Destination Amount
advance-charges-handling,en,Advance Charges Handling
adjustments,en,Adjustments
adjustment-for-minimum-charges-billing,en,Adjustment for Minimum Charges Billing
adjustment-for-minimum-average-time-requirement-billing,en,Adjustment for Minimum Average Time Requirement Billing
adjustment-for-maximum-charges-billing,en,Adjustment for Maximum Charges Billing
address-correction,en,Address Correction
additional-material,en,Additional Material
additional-injection-blending-service-charge,en,Additional Injection/Blending Service Charge
additional-copies-of-freight-bill,en,Additional Copies of Freight Bill
add-on-origin,en,Add on - Origin
add-on-destination,en,Add on - Destination
ad-valorem,en,Ad Valorem
actual-labor-charge,en,Actual Labor Charge
activation-of-carnet,en,Activation of Carnet
acknowledgement-of-delivery-fee-aod,en,Acknowledgement of Delivery Fee (AOD)
account-number-correction-charge,en,Account Number Correction Charge
accessible-hazardous-material,en,Accessible Hazardous Material
access-charges,en,Access Charges
access-charge-state,en,Access Charge - State
access-charge-federal,en,Access Charge - Federal
absolute-minimum-charge,en,Absolute Minimum Charge
410-dromedary-with-mechanical-restraining-devices-charge,en,410 Dromedary with Mechanical Restraining Devices Charge
410-dromedary,en,410 Dromedary
